geneid	pval	up_down 	pathway_ids
HCON_00010810	0.001694451	down	ko01522,ko04010,ko04014,ko04020,ko04024,ko04062,ko04113,ko04114,ko04138,ko04140,ko04211,ko04213,ko04261,ko04270,ko04310,ko04340,ko04341,ko04371,ko04530,ko04540,ko04611,ko04713,ko04714,ko04720,ko04723,ko04724,ko04725,ko04726,ko04727,ko04728,ko04740,ko04742,ko04750,ko04910,ko04911,ko04912,ko04913,ko04914,ko04915,ko04916,ko04918,ko04919,ko04921,ko04922,ko04923,ko04924,ko04925,ko04926,ko04927,ko04934,ko04961,ko04962,ko04970,ko04971,ko04976,ko05012,ko05020,ko05030,ko05031,ko05032,ko05110,ko05146,ko05165,ko05166,ko05169,ko05200,ko05203,ko05205,ko05414,map01522,map04010,map04014,map04020,map04024,map04062,map04113,map04114,map04138,map04140,map04211,map04213,map04261,map04270,map04310,map04340,map04341,map04371,map04530,map04540,map04611,map04713,map04714,map04720,map04723,map04724,map04725,map04726,map04727,map04728,map04740,map04742,map04750,map04910,map04911,map04912,map04913,map04914,map04915,map04916,map04918,map04919,map04921,map04922,map04923,map04924,map04925,map04926,map04927,map04934,map04961,map04962,map04970,map04971,map04976,map05012,map05020,map05030,map05031,map05032,map05110,map05146,map05165,map05166,map05169,map05200,map05203,map05205,map05414
HCON_00010850	0.451699533	none	-
HCON_00010860	0.224465319	none	-
HCON_00010880	0.233530829	none	ko00230,ko01100,map00230,map01100
HCON_00010890	0.441423812	none	ko04360,ko04514,ko05200,ko05210,map04360,map04514,map05200,map05210
HCON_00010920	0.11270651	none	ko04974,map04974
HCON_00010930	0.182066275	none	ko03008,ko03018,map03008,map03018
HCON_00010950	0.073760267	none	ko04141,map04141
HCON_00010960	0.000726628	down	-
HCON_00010970	0.009273786	down	-
HCON_00010980	0.200323219	none	ko00790,map00790
HCON_00011030	0.391408691	none	-
HCON_00011060	0.128588184	none	-
HCON_00011070	0.000796982	down	-
HCON_00011090	0.271555614	none	-
HCON_00011130	0.014089821	none	ko02010,map02010
HCON_00011140	0.007911397	UP	-
HCON_00011150	0.000541947	down	-
HCON_00011160	0.023708505	UP	ko00190,ko01100,ko04714,ko04723,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map04714,map04723,map04932,map05010,map05012,map05016
HCON_00011180	0.011554337	none	-
HCON_00011190	0.002354402	down	-
HCON_00011210	0.110269251	none	-
HCON_00011230	0.01389111	UP	ko00230,ko00240,ko01100,ko03020,ko05016,ko05168,ko05169,map00230,map00240,map01100,map03020,map05016,map05168,map05169
HCON_00011260	0.265936259	none	-
HCON_00011270	0.012661772	UP	ko01524,ko03430,ko05200,ko05210,map01524,map03430,map05200,map05210
HCON_00011280	0.416693252	none	-
HCON_00011310	0.002529143	none	-
HCON_00011370	0.009983199	none	ko00190,ko01100,ko04145,ko04150,ko04721,ko04966,ko05110,ko05120,ko05323,map00190,map01100,map04145,map04150,map04721,map04966,map05110,map05120,map05323
HCON_00011380	0.003062681	UP	ko00511,ko04212,map00511,map04212
HCON_00011390	0.013933512	down	ko00600,map00600
HCON_00011420	0.048760251	UP	-
HCON_00011460	0.00000392	down	-
HCON_00011480	0.265318288	none	ko05322,map05322
HCON_00011530	0.010128231	UP	ko04138,map04138
HCON_00011610	0.102746604	none	-
HCON_00011670	0.016419275	UP	-
HCON_00011675	0.332960308	none	-
HCON_00011700	0.215787546	none	ko03015,ko05134,map03015,map05134
HCON_00011720	0.337243983	none	ko04212,ko05134,map04212,map05134
HCON_00011760	0.07891428	none	ko03010,map03010
HCON_00011780	0.018906781	down	-
HCON_00011790	0.020138998	down	ko02024,ko03060,ko03070,map02024,map03060,map03070
HCON_00011795	0.039913848	none	-
HCON_00011820	0.118564746	none	ko04144,ko04217,map04144,map04217
HCON_00011830	0.145167826	none	ko03410,map03410
HCON_00011840	0.046802046	down	-
HCON_00011850	0.001084385	down	-
HCON_00011860	0.260514712	none	-
HCON_00011880	0.119340915	none	ko04520,ko04666,ko04810,ko05100,ko05131,ko05132,ko05231,map04520,map04666,map04810,map05100,map05131,map05132,map05231
HCON_00011940	0.049465607	UP	ko04141,map04141
HCON_00011950	0.027380888	UP	-
HCON_00011960	0.023336123	none	-
HCON_00011970	0.20669781	none	ko04218,map04218
HCON_00011980	0.203809547	none	-
HCON_00012000	0.01615699	none	ko00350,ko01100,ko04916,map00350,map01100,map04916
HCON_00012050	0.0000576	UP	ko04110,ko04213,ko04330,ko04919,ko05016,ko05034,ko05165,ko05169,ko05200,ko05202,ko05203,ko05220,map04110,map04213,map04330,map04919,map05016,map05034,map05165,map05169,map05200,map05202,map05203,map05220
HCON_00012060	0.084749473	none	ko03013,ko03015,ko03040,map03013,map03015,map03040
HCON_00012070	0.188661218	none	ko04120,map04120
HCON_00012090	0.160333992	none	ko03320,map03320
HCON_00012130	0.100460292	none	-
HCON_00012140	0.419927155	none	-
HCON_00012240	0.046914595	down	-
HCON_00012320	0.003808495	UP	-
HCON_00012330	0.006549868	UP	ko03010,map03010
HCON_00012400	0.387462801	none	-
HCON_00012420	0.000247246	UP	-
HCON_00012520	0.007350599	down	ko04624,map04624
HCON_00012530	0.170057163	none	-
HCON_00012630	0.051595712	none	ko00072,ko00140,ko00650,ko00830,ko01100,map00072,map00140,map00650,map00830,map01100
HCON_00012690	0.072687124	none	-
HCON_00012695	0.458222984	none	-
HCON_00012700	0.031819692	UP	-
HCON_00012760	0.000141359	UP	ko03015,ko04022,ko04024,ko04113,ko04114,ko04218,ko04261,ko04270,ko04390,ko04510,ko04611,ko04720,ko04728,ko04750,ko04810,ko04910,ko04921,ko04931,ko05031,ko05034,ko05168,ko05205,map03015,map04022,map04024,map04113,map04114,map04218,map04261,map04270,map04390,map04510,map04611,map04720,map04728,map04750,map04810,map04910,map04921,map04931,map05031,map05034,map05168,map05205
HCON_00012780	0.000202729	down	-
HCON_00012980	0.422270309	none	-
HCON_00012990	0.181576083	none	-
HCON_00013030	0.330153498	none	ko03040,map03040
HCON_00013150	0.359554767	none	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020
HCON_00013230	0.253206081	none	ko04130,map04130
HCON_00013250	0.267840404	none	ko03010,map03010
HCON_00013290	0.000224819	UP	-
HCON_00013310	0.285248546	none	-
HCON_00013330	0.341817384	none	-
HCON_00013360	0.002091437	UP	ko04260,ko04261,ko05200,ko05206,ko05216,ko05410,ko05414,map04260,map04261,map05200,map05206,map05216,map05410,map05414
HCON_00013370	0.386620348	none	ko04141,map04141
HCON_00013430	0.146204391	none	-
HCON_00013440	0.369307231	none	-
HCON_00013460	0.391793922	none	-
HCON_00013470	0.018978952	UP	-
HCON_00013490	0.239410387	none	-
HCON_00013530	0.03094962	UP	ko03013,map03013
HCON_00013550	0.173263689	none	ko04068,ko04110,ko04114,ko04115,ko04218,ko04914,ko05166,map04068,map04110,map04114,map04115,map04218,map04914,map05166
HCON_00013580	0.023493998	UP	ko00562,ko01100,ko04070,ko04140,map00562,map01100,map04070,map04140
HCON_00013590	0.087845974	none	ko04722,ko05120,map04722,map05120
HCON_00013610	0.063297894	none	ko04115,ko04150,ko04211,map04115,map04150,map04211
HCON_00013625	0.002620353	down	-
HCON_00013630	0.30055476	none	ko04014,ko04144,ko04145,ko04962,ko05014,ko05146,ko05152,map04014,map04144,map04145,map04962,map05014,map05146,map05152
HCON_00013640	0.342384363	none	ko04120,map04120
HCON_00013760	0.030733649	UP	-
HCON_00013770	0.384241082	none	ko04141,ko05110,map04141,map05110
HCON_00013780	0.401133025	none	ko04013,map04013
HCON_00013800	0.052574541	none	-
HCON_00013810	0.047117136	down	ko04927,ko04934,ko04976,ko04979,map04927,map04934,map04976,map04979
HCON_00013860	0.017233328	UP	ko03013,ko03015,map03013,map03015
HCON_00013870	0.216406375	none	ko00563,ko01100,map00563,map01100
HCON_00013940	0.004560263	down	ko04913,ko04925,ko04927,ko04934,ko04979,map04913,map04925,map04927,map04934,map04979
HCON_00013950	0.219031387	none	ko04142,map04142
HCON_00013980	0.002920785	UP	ko04740,map04740
HCON_00014000	0.000823814	UP	ko03008,map03008
HCON_00014045	0.160439809	none	-
HCON_00014070	0.036281944	UP	ko01521,ko03010,ko04066,ko04150,ko04151,ko04371,ko04714,ko04910,ko05205,map01521,map03010,map04066,map04150,map04151,map04371,map04714,map04910,map05205
HCON_00014080	0.177401523	none	-
HCON_00014090	0.000381466	none	-
HCON_00014120	0.177955736	none	-
HCON_00014265	0.009166318	down	ko03010,map03010
HCON_00014270	0.009864301	down	-
HCON_00014285	0.034921456	UP	ko00680,ko01120,ko01200,map00680,map01120,map01200
HCON_00014350	0.355598751	none	-
HCON_00014420	0.152039828	none	ko00511,ko00600,ko01100,map00511,map00600,map01100
HCON_00014450	0.152939323	none	-
HCON_00014480	0.047009571	UP	-
HCON_00014500	0.125891431	none	-
HCON_00014510	0.205477173	none	ko04144,ko04152,ko04530,map04144,map04152,map04530
HCON_00014520	0.056514802	none	-
HCON_00014540	0.030747471	UP	-
HCON_00014550	0.092568388	none	-
HCON_00014560	0.001975011	down	ko04142,map04142
HCON_00014565	0.057540881	none	ko04974,map04974
HCON_00014580	0.11412572	none	-
HCON_00014600	0.102967031	none	ko03013,ko04150,ko04151,ko05205,map03013,map04150,map04151,map05205
HCON_00014630	0.018661879	down	ko00440,ko00564,ko01100,ko05231,map00440,map00564,map01100,map05231
HCON_00014640	0.034173009	none	-
HCON_00014650	0.0000508	UP	ko03013,map03013
HCON_00014660	0.096022215	none	ko04714,map04714
HCON_00014670	0.002280012	down	-
HCON_00014680	0.19155244	none	-
HCON_00014700	0.034598004	down	-
HCON_00014715	0.069353894	none	-
HCON_00014720	0.005614669	down	ko04144,map04144
HCON_00014730	0.003695592	UP	ko00510,ko00513,ko01100,ko04141,map00510,map00513,map01100,map04141
HCON_00014740	0.000712671	down	ko00500,ko01100,map00500,map01100
HCON_00014750	0.00246161	UP	ko04913,ko04925,ko04927,ko04934,ko04979,map04913,map04925,map04927,map04934,map04979
HCON_00014840	0.28431814	none	-
HCON_00014930	0.284717901	none	ko04015,ko04510,ko04611,ko05166,map04015,map04510,map04611,map05166
HCON_00014935	0.023427876	down	ko04015,ko04510,ko04611,ko05166,map04015,map04510,map04611,map05166
HCON_00014940	0.001047504	down	ko00051,ko04152,ko04919,map00051,map04152,map04919
HCON_00014970	0.435429536	none	-
HCON_00014980	0.103227696	none	ko04330,map04330
HCON_00014990	0.000371102	UP	-
HCON_00015020	0.089339653	none	ko00240,ko00983,ko01100,map00240,map00983,map01100
HCON_00015050	0.363432867	none	-
HCON_00015060	0.216759454	none	ko04015,ko04713,ko04723,ko04724,ko04725,ko04726,ko04727,ko04728,ko04730,ko04915,ko04916,ko04921,ko04926,ko05032,ko05034,ko05142,ko05145,map04015,map04713,map04723,map04724,map04725,map04726,map04727,map04728,map04730,map04915,map04916,map04921,map04926,map05032,map05034,map05142,map05145
HCON_00015120	0.013586867	UP	ko03018,ko03040,map03018,map03040
HCON_00015130	0.017259399	UP	ko04141,map04141
HCON_00015140	0.027490237	none	ko03010,map03010
HCON_00015145	0.192180606	none	ko03010,map03010
HCON_00015410	0.232625221	none	ko04152,ko04950,map04152,map04950
HCON_00015420	0.0000171	UP	ko03008,map03008
HCON_00015440	0.160104471	none	-
HCON_00015455	0.000135393	UP	-
HCON_00015460	0.379603469	none	-
HCON_00015470	0.001826805	down	-
HCON_00015500	0.01064498	UP	-
HCON_00015505	0.060053011	none	-
HCON_00015510	0.34528317	none	ko00564,ko04725,map00564,map04725
HCON_00015520	0.004733147	down	-
HCON_00015530	0.001329617	UP	ko04144,ko04152,ko04530,ko04972,map04144,map04152,map04530,map04972
HCON_00015550	0.078762719	none	-
HCON_00015560	0.007463987	down	ko03022,ko05016,ko05168,map03022,map05016,map05168
HCON_00015580	0.00000496	UP	-
HCON_00015600	0.050026243	none	-
HCON_00015620	0.010452396	down	-
HCON_00015640	0.152619722	none	-
HCON_00015680	0.451317946	none	-
HCON_00015775	0.016528008	down	ko00230,map00230
HCON_00015790	0.051974072	none	-
HCON_00015800	0.497622904	none	-
HCON_00015820	0.456925679	none	-
HCON_00015830	0.067969748	none	ko03050,ko05169,map03050,map05169
HCON_00015840	0.00333607	down	-
HCON_00015850	0.041891141	down	-
HCON_00015860	0.203837751	none	-
HCON_00015880	0.245107225	none	-
HCON_00015890	0.268776175	none	ko00511,ko04142,map00511,map04142
HCON_00015900	0.096243375	none	-
HCON_00015905	0.067292632	none	ko03320,ko04923,map03320,map04923
HCON_00015910	0.288334655	none	-
HCON_00015980	0.031762889	UP	ko03050,ko05169,map03050,map05169
HCON_00015990	0.003949518	UP	-
HCON_00016020	0.008374509	UP	ko00240,ko01100,ko03010,map00240,map01100,map03010
HCON_00016040	0.007415365	UP	-
HCON_00016140	0.165437204	none	-
HCON_00016174	0.202391106	none	-
HCON_00016180	0.352683385	none	-
HCON_00016200	0.069449884	none	-
HCON_00016210	0.394230818	none	-
HCON_00016220	0.140995132	none	-
HCON_00016230	0.162806049	none	ko04144,ko04217,map04144,map04217
HCON_00016240	0.199966557	none	ko01522,ko04015,ko04020,ko04024,ko04072,ko04261,ko04270,ko04540,ko04611,ko04713,ko04714,ko04724,ko04726,ko04728,ko04730,ko04740,ko04750,ko04911,ko04912,ko04913,ko04915,ko04916,ko04918,ko04921,ko04922,ko04923,ko04924,ko04925,ko04926,ko04927,ko04934,ko04961,ko04962,ko04970,ko04971,ko04972,ko04976,ko05012,ko05030,ko05031,ko05032,ko05034,ko05110,ko05142,ko05146,ko05165,ko05200,ko05414,map01522,map04015,map04020,map04024,map04072,map04261,map04270,map04540,map04611,map04713,map04714,map04724,map04726,map04728,map04730,map04740,map04750,map04911,map04912,map04913,map04915,map04916,map04918,map04921,map04922,map04923,map04924,map04925,map04926,map04927,map04934,map04961,map04962,map04970,map04971,map04972,map04976,map05012,map05030,map05031,map05032,map05034,map05110,map05142,map05146,map05165,map05200,map05414
HCON_00016250	0.000661537	UP	-
HCON_00016270	0.251461958	none	ko05202,map05202
HCON_00016280	0.001692858	down	ko00010,ko00051,ko00052,ko00500,ko00520,ko00521,ko00524,ko01100,ko01110,ko01120,ko01130,ko01200,ko04066,ko04910,ko04930,ko04973,ko05230,map00010,map00051,map00052,map00500,map00520,map00521,map00524,map01100,map01110,map01120,map01130,map01200,map04066,map04910,map04930,map04973,map05230
HCON_00016390	0.179035693	none	-
HCON_00016400	0.218389111	none	ko01524,ko03430,ko05200,ko05210,map01524,map03430,map05200,map05210
HCON_00016430	0.07839994	none	-
HCON_00016460	0.174801837	none	-
HCON_00016470	0.393615316	none	ko00230,ko00240,ko01100,ko03020,ko04623,ko05169,map00230,map00240,map01100,map03020,map04623,map05169
HCON_00016480	0.131141733	none	-
HCON_00016500	0.01848585	UP	ko00190,ko01100,ko04260,ko04714,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map04260,map04714,map04932,map05010,map05012,map05016
HCON_00016510	0.061901229	none	-
HCON_00016520	0.029126086	down	ko00770,ko01100,map00770,map01100
HCON_00016560	0.0000441	UP	-
HCON_00016620	0.164382535	none	-
HCON_00016630	0.001991542	down	-
HCON_00016640	0.01038862	none	ko04013,ko04015,ko04810,ko05131,ko05132,map04013,map04015,map04810,map05131,map05132
HCON_00016660	0.418141986	none	-
HCON_00016680	0.081126862	none	-
HCON_00016690	0.01493672	UP	ko04614,map04614
HCON_00016720	0.271433165	none	ko03040,ko05131,map03040,map05131
HCON_00016740	0.014726816	down	ko00230,ko00240,ko00760,ko01100,ko01110,map00230,map00240,map00760,map01100,map01110
HCON_00016760	0.028123907	UP	ko04115,ko04150,ko04211,map04115,map04150,map04211
HCON_00016790	0.022213889	UP	-
HCON_00016850	0.002695085	UP	-
HCON_00016860	0.173764398	none	ko00350,ko00950,ko00965,ko01100,ko01110,ko04916,map00350,map00950,map00965,map01100,map01110,map04916
HCON_00016870	0.396378353	none	-
HCON_00016880	0.460812069	none	ko03010,map03010
HCON_00016890	0.003081553	down	-
HCON_00016970	0.067697901	none	-
HCON_00017000	0.285021321	none	ko04964,ko04972,ko04976,map04964,map04972,map04976
HCON_00017030	0.019799618	down	-
HCON_00017050	0.374439796	none	ko01524,ko03420,map01524,map03420
HCON_00017060	0.045937877	none	ko00260,ko00630,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map01100,map01110,map01130,map01200
HCON_00017090	0.051331707	none	-
HCON_00017110	0.021500872	UP	ko00190,ko01100,ko04714,ko04723,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map04714,map04723,map04932,map05010,map05012,map05016
HCON_00017180	0.188632177	none	-
HCON_00017200	0.017718177	down	ko01521,ko01522,ko04010,ko04012,ko04013,ko04014,ko04015,ko04022,ko04024,ko04062,ko04066,ko04068,ko04071,ko04072,ko04114,ko04140,ko04150,ko04151,ko04210,ko04218,ko04270,ko04320,ko04370,ko04371,ko04380,ko04510,ko04540,ko04550,ko04620,ko04626,ko04650,ko04660,ko04662,ko04664,ko04666,ko04668,ko04720,ko04722,ko04725,ko04726,ko04730,ko04810,ko04910,ko04912,ko04914,ko04915,ko04916,ko04917,ko04919,ko04921,ko04926,ko04934,ko05020,ko05034,ko05161,ko05164,ko05165,ko05167,ko05200,ko05205,ko05206,ko05210,ko05211,ko05212,ko05213,ko05214,ko05215,ko05216,ko05218,ko05219,ko05220,ko05221,ko05223,ko05224,ko05225,ko05226,ko05230,ko05231,map01521,map01522,map04010,map04012,map04013,map04014,map04015,map04022,map04024,map04062,map04066,map04068,map04071,map04072,map04114,map04140,map04150,map04151,map04210,map04218,map04270,map04320,map04370,map04371,map04380,map04510,map04540,map04550,map04620,map04626,map04650,map04660,map04662,map04664,map04666,map04668,map04720,map04722,map04725,map04726,map04730,map04810,map04910,map04912,map04914,map04915,map04916,map04917,map04919,map04921,map04926,map04934,map05020,map05034,map05161,map05164,map05165,map05167,map05200,map05205,map05206,map05210,map05211,map05212,map05213,map05214,map05215,map05216,map05218,map05219,map05220,map05221,map05223,map05224,map05225,map05226,map05230,map05231
HCON_00017210	0.143709534	none	-
HCON_00017250	0.15524756	none	ko00071,ko00120,ko00592,ko01040,ko01100,ko01110,ko01212,ko03320,ko04024,ko04146,map00071,map00120,map00592,map01040,map01100,map01110,map01212,map03320,map04024,map04146
HCON_00017310	0.444845322	none	-
HCON_00017315	0.101323439	none	ko00600,ko01100,ko04071,map00600,map01100,map04071
HCON_00017340	0.027774784	UP	-
HCON_00017350	0.019559527	none	-
HCON_00017360	0.000401465	down	-
HCON_00017370	0.001197372	down	ko03008,map03008
HCON_00017390	0.00350774	down	ko04152,ko04950,map04152,map04950
HCON_00017410	0.000734261	down	ko04152,ko04950,map04152,map04950
HCON_00017450	0.01454516	down	-
HCON_00017470	0.154033832	none	-
HCON_00017490	0.105760431	none	-
HCON_00017570	0.02707421	none	-
HCON_00017660	0.03337344	none	-
HCON_00017710	0.00000792	UP	ko04140,ko04142,ko04210,ko04612,ko04621,ko04924,map04140,map04142,map04210,map04612,map04621,map04924
HCON_00017720	0.056192277	none	-
HCON_00017730	0.0000123	UP	-
HCON_00017770	0.428633765	none	-
HCON_00017810	0.059177105	none	-
HCON_00017820	0.435308309	none	ko01521,ko01522,ko01524,ko04012,ko04014,ko04015,ko04024,ko04062,ko04066,ko04068,ko04070,ko04071,ko04072,ko04140,ko04150,ko04151,ko04152,ko04210,ko04211,ko04213,ko04218,ko04360,ko04370,ko04380,ko04510,ko04550,ko04611,ko04620,ko04630,ko04650,ko04660,ko04662,ko04664,ko04666,ko04668,ko04670,ko04722,ko04725,ko04750,ko04810,ko04910,ko04914,ko04915,ko04917,ko04919,ko04923,ko04926,ko04930,ko04931,ko04932,ko04933,ko04960,ko04973,ko05100,ko05142,ko05146,ko05160,ko05161,ko05162,ko05164,ko05165,ko05166,ko05167,ko05169,ko05200,ko05203,ko05205,ko05210,ko05211,ko05212,ko05213,ko05214,ko05215,ko05218,ko05220,ko05221,ko05222,ko05223,ko05224,ko05225,ko05226,ko05230,ko05231,ko05418,map01521,map01522,map01524,map04012,map04014,map04015,map04024,map04062,map04066,map04068,map04070,map04071,map04072,map04140,map04150,map04151,map04152,map04210,map04211,map04213,map04218,map04360,map04370,map04380,map04510,map04550,map04611,map04620,map04630,map04650,map04660,map04662,map04664,map04666,map04668,map04670,map04722,map04725,map04750,map04810,map04910,map04914,map04915,map04917,map04919,map04923,map04926,map04930,map04931,map04932,map04933,map04960,map04973,map05100,map05142,map05146,map05160,map05161,map05162,map05164,map05165,map05166,map05167,map05169,map05200,map05203,map05205,map05210,map05211,map05212,map05213,map05214,map05215,map05218,map05220,map05221,map05222,map05223,map05224,map05225,map05226,map05230,map05231,map05418
