geneid	pval	up_down 	pathway_ids
HCON_00071010	0.0351568	UP	ko03013,map03013
HCON_00071020	0.376036406	none	-
HCON_00071030	0.166607018	none	-
HCON_00071040	0.00000931	down	-
HCON_00071060	0.077845659	none	ko00564,ko01100,ko05231,map00564,map01100,map05231
HCON_00071070	0.204413434	none	-
HCON_00071080	0.151875084	none	-
HCON_00071100	0.452852821	none	-
HCON_00071110	0.029748961	down	-
HCON_00071120	0.100561091	none	-
HCON_00071130	0.114690852	none	ko00512,ko01100,map00512,map01100
HCON_00071140	0.384056056	none	-
HCON_00071150	0.328244037	none	-
HCON_00071180	0.062172054	none	ko03030,ko03420,ko03430,map03030,map03420,map03430
HCON_00071190	0.030761732	down	-
HCON_00071200	0.001741869	down	ko03320,ko04137,ko04144,ko05012,ko05167,map03320,map04137,map04144,map05012,map05167
HCON_00071220	0.027697019	down	ko00280,ko00630,ko00640,ko00720,ko01100,ko01120,ko01200,map00280,map00630,map00640,map00720,map01100,map01120,map01200
HCON_00071230	0.003133113	down	ko00280,ko00630,ko00640,ko00720,ko01100,ko01120,ko01200,map00280,map00630,map00640,map00720,map01100,map01120,map01200
HCON_00071240	0.124123645	none	ko00062,ko00071,ko00280,ko01100,ko01110,ko01130,ko01212,map00062,map00071,map00280,map01100,map01110,map01130,map01212
HCON_00071270	0.070639522	none	-
HCON_00071280	0.278658508	none	ko03013,ko04062,ko04666,map03013,map04062,map04666
HCON_00071290	0.030772637	down	-
HCON_00071300	0.0000794	down	-
HCON_00071310	0.025319826	none	ko04014,ko04015,ko04072,ko05200,ko05210,ko05212,map04014,map04015,map04072,map05200,map05210,map05212
HCON_00071335	0.000277033	UP	-
HCON_00071340	0.317566431	none	ko00534,ko01100,map00534,map01100
HCON_00071350	0.009653491	down	ko00512,ko01100,map00512,map01100
HCON_00071390	0.140219991	none	ko04978,map04978
HCON_00071400	0.006324445	down	-
HCON_00071450	0.01436234	UP	ko00380,ko01100,map00380,map01100
HCON_00071460	0.001526623	UP	-
HCON_00071480	0.0000299	down	ko00010,ko00030,ko00051,ko00680,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00030,map00051,map00680,map00710,map01100,map01110,map01120,map01130,map01200,map01230
HCON_00071500	0.033326305	none	-
HCON_00071510	0.029723303	UP	-
HCON_00071550	0.07238442	none	-
HCON_00071580	0.090729102	none	ko03010,map03010
HCON_00071590	0.080496163	none	ko04115,map04115
HCON_00071600	0.083903114	none	ko00190,ko01100,ko04714,ko04723,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map04714,map04723,map04932,map05010,map05012,map05016
HCON_00071670	0.003013596	none	-
HCON_00071770	0.002174567	none	ko00230,ko04022,ko04740,ko04925,ko05032,map00230,map04022,map04740,map04925,map05032
HCON_00071780	0.039303279	down	ko00040,ko01100,map00040,map01100
HCON_00071820	0.013363632	UP	ko04010,ko05010,map04010,map05010
HCON_00071830	0.002926766	down	-
HCON_00071890	0.126656221	none	-
HCON_00071910	0.334879512	none	-
HCON_00071930	0.060792701	none	-
HCON_00071940	0.301664723	none	ko03022,ko03420,map03022,map03420
HCON_00071950	0.07788331	none	ko03018,map03018
HCON_00071960	0.013687335	none	ko03013,ko05134,map03013,map05134
HCON_00072040	0.038321902	down	-
HCON_00072090	0.031854767	none	-
HCON_00072100	0.169073457	none	ko04144,map04144
HCON_00072110	0.208189977	none	-
HCON_00072130	0.001207621	down	-
HCON_00072140	0.481900409	none	ko00051,ko00520,ko01100,map00051,map00520,map01100
HCON_00072145	0.002179313	UP	ko04120,ko05012,map04120,map05012
HCON_00072170	0.003739877	down	-
HCON_00072190	0.000688964	UP	ko00250,ko00410,ko00430,ko00650,ko01100,ko01110,ko01120,ko02024,ko04727,ko04940,map00250,map00410,map00430,map00650,map01100,map01110,map01120,map02024,map04727,map04940
HCON_00072200	0.171672103	none	ko04140,map04140
HCON_00072210	0.187932759	none	ko04141,map04141
HCON_00072230	0.001073079	UP	-
HCON_00072240	0.358515111	none	-
HCON_00072250	0.032718948	down	-
HCON_00072260	0.011395222	UP	ko04014,ko04137,ko04620,ko04621,ko04622,ko04623,ko04657,ko05160,ko05161,ko05162,ko05164,ko05165,ko05167,ko05168,ko05169,map04014,map04137,map04620,map04621,map04622,map04623,map04657,map05160,map05161,map05162,map05164,map05165,map05167,map05168,map05169
HCON_00072270	0.241751261	none	-
HCON_00072290	0.121476419	none	ko05168,map05168
HCON_00072330	0.011496432	UP	ko04120,map04120
HCON_00072335	0.014426941	UP	-
HCON_00072340	0.003126221	UP	ko00511,ko00513,ko01100,map00511,map00513,map01100
HCON_00072400	0.006572652	down	-
HCON_00072420	0.011077701	down	-
HCON_00072430	0.160286999	none	-
HCON_00072440	0.002055374	down	ko00030,ko00230,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00230,map01100,map01110,map01120,map01130,map01200,map01230
HCON_00072450	0.285413467	none	ko04390,ko04391,ko04392,ko04530,map04390,map04391,map04392,map04530
HCON_00072490	0.012569076	UP	-
HCON_00072510	0.028325028	UP	-
HCON_00072520	0.008314308	UP	-
HCON_00072530	0.40423518	none	-
HCON_00072540	0.354659668	none	-
HCON_00072630	0.000655245	down	-
HCON_00072640	0.040642399	none	-
HCON_00072650	0.144298005	none	-
HCON_00072655	0.000434819	UP	ko00230,ko00983,ko01100,map00230,map00983,map01100
HCON_00072660	0.000493929	UP	ko00908,ko01100,ko01110,map00908,map01100,map01110
HCON_00072690	0.347864165	none	-
HCON_00072700	0.227951467	none	-
HCON_00072710	0.007629821	down	ko00970,map00970
HCON_00072730	0.012141905	UP	-
HCON_00072735	0.066414302	none	ko03040,ko04120,map03040,map04120
HCON_00072740	0.070532487	none	-
HCON_00072750	0.024034841	none	-
HCON_00072760	0.022209003	none	ko03013,ko05164,map03013,map05164
HCON_00072770	0.0000715	UP	ko03320,map03320
HCON_00072790	0.087933406	none	-
HCON_00072830	0.469636135	none	ko04020,ko04080,ko04911,ko04971,ko04972,map04020,map04080,map04911,map04971,map04972
HCON_00072860	0.014053597	down	-
HCON_00073040	0.028478456	UP	-
HCON_00073050	0.000308758	UP	ko03008,map03008
HCON_00073060	0.001854814	down	-
HCON_00073070	0.012084387	none	ko03008,map03008
HCON_00073080	0.010350819	down	-
HCON_00073130	0.090396173	none	-
HCON_00073140	0.019801372	down	-
HCON_00073290	0.025042493	none	-
HCON_00073300	0.010524643	down	ko00380,ko00460,ko00627,ko00643,ko00910,ko01120,map00380,map00460,map00627,map00643,map00910,map01120
HCON_00073380	0.130044686	none	-
HCON_00073400	0.035846069	down	-
HCON_00073480	0.25784785	none	-
HCON_00073520	0.013431535	down	-
HCON_00073525	0.031332324	down	ko00565,ko01100,map00565,map01100
HCON_00073530	0.119497628	none	-
HCON_00073560	0.003826736	UP	ko04391,ko04392,map04391,map04392
HCON_00073570	0.084277501	none	-
HCON_00073620	0.413494188	none	ko00920,map00920
HCON_00073630	0.002888853	down	ko00920,map00920
HCON_00073640	0.23923029	none	-
HCON_00073680	0.007957011	UP	ko03022,map03022
HCON_00073690	0.059591467	none	ko04140,map04140
HCON_00073720	0.067787942	none	-
HCON_00073730	0.05288088	none	ko03022,ko05168,map03022,map05168
HCON_00073740	0.004383022	UP	ko04270,ko04530,ko04921,map04270,map04530,map04921
HCON_00073770	0.258738137	none	-
HCON_00073785	0.12863145	none	ko03440,ko03460,map03440,map03460
HCON_00073790	0.046275965	UP	-
HCON_00073800	0.000712795	UP	-
HCON_00073810	0.15089939	none	-
HCON_00073830	0.025999413	down	ko03022,ko03420,ko05203,map03022,map03420,map05203
HCON_00073850	0.105012148	none	-
HCON_00073880	0.007127992	down	ko00100,ko00140,ko00590,ko00591,ko01100,ko04212,ko04726,ko04750,ko04913,map00100,map00140,map00590,map00591,map01100,map04212,map04726,map04750,map04913
HCON_00073890	0.489041665	none	ko00100,ko00140,ko00590,ko00591,ko01100,ko04212,ko04726,ko04750,ko04913,map00100,map00140,map00590,map00591,map01100,map04212,map04726,map04750,map04913
HCON_00073900	0.056112996	none	-
HCON_00073910	0.305851799	none	ko04360,ko04745,map04360,map04745
HCON_00073930	0.003370293	down	-
HCON_00073990	0.155684807	none	-
HCON_00074000	0.022031008	UP	-
HCON_00074020	0.166123677	none	-
HCON_00074030	0.042099448	UP	ko03320,map03320
HCON_00074080	0.173748251	none	-
HCON_00074090	0.004798326	UP	-
HCON_00074110	0.429603457	none	-
HCON_00074130	0.228572997	none	-
HCON_00074160	0.014575873	UP	ko03040,map03040
HCON_00074170	0.002570787	none	ko00510,ko00513,ko01100,ko04141,map00510,map00513,map01100,map04141
HCON_00074190	0.406063279	none	ko05010,map05010
HCON_00074200	0.018768712	UP	-
HCON_00074210	0.197432889	none	-
HCON_00074220	0.002124241	UP	-
HCON_00074250	0.33961277	none	-
HCON_00074260	0.347501956	none	ko00230,ko01522,ko02025,ko04015,ko04020,ko04022,ko04024,ko04062,ko04072,ko04113,ko04114,ko04211,ko04213,ko04261,ko04270,ko04371,ko04540,ko04611,ko04713,ko04714,ko04720,ko04723,ko04724,ko04725,ko04726,ko04727,ko04728,ko04740,ko04742,ko04750,ko04911,ko04912,ko04913,ko04914,ko04915,ko04916,ko04918,ko04921,ko04922,ko04923,ko04924,ko04925,ko04926,ko04927,ko04934,ko04961,ko04962,ko04970,ko04971,ko04972,ko04976,ko05012,ko05030,ko05031,ko05032,ko05034,ko05110,ko05142,ko05146,ko05166,ko05200,ko05414,map00230,map01522,map02025,map04015,map04020,map04022,map04024,map04062,map04072,map04113,map04114,map04211,map04213,map04261,map04270,map04371,map04540,map04611,map04713,map04714,map04720,map04723,map04724,map04725,map04726,map04727,map04728,map04740,map04742,map04750,map04911,map04912,map04913,map04914,map04915,map04916,map04918,map04921,map04922,map04923,map04924,map04925,map04926,map04927,map04934,map04961,map04962,map04970,map04971,map04972,map04976,map05012,map05030,map05031,map05032,map05034,map05110,map05142,map05146,map05166,map05200,map05414
HCON_00074270	0.218617603	none	ko00380,ko01100,map00380,map01100
HCON_00074280	0.014189168	UP	-
HCON_00074340	0.000767795	none	ko00010,ko00030,ko00051,ko00680,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00030,map00051,map00680,map00710,map01100,map01110,map01120,map01130,map01200,map01230
HCON_00074360	0.303467916	none	-
HCON_00074370	0.266488245	none	ko04060,ko04350,ko04390,ko05200,ko05217,map04060,map04350,map04390,map05200,map05217
HCON_00074400	0.022166886	none	-
HCON_00074410	0.393060635	none	-
HCON_00074420	0.035910691	down	-
HCON_00074430	0.011463148	UP	-
HCON_00074440	0.435239422	none	ko04727,map04727
HCON_00074450	0.008164628	UP	-
HCON_00074470	0.047817398	UP	ko04320,map04320
HCON_00074500	0.00101036	UP	ko04144,ko04666,ko04810,ko05100,ko05130,ko05131,ko05132,map04144,map04666,map04810,map05100,map05130,map05131,map05132
HCON_00074520	0.0004381	UP	-
HCON_00074550	0.192687672	none	-
HCON_00074590	0.2050688	none	-
HCON_00074600	0.004507349	UP	-
HCON_00074620	0.499992357	none	ko05202,map05202
HCON_00074640	0.000172667	UP	-
HCON_00074660	0.382305926	none	-
HCON_00074670	0.37148627	none	-
HCON_00074680	0.00563666	none	ko03050,map03050
HCON_00074690	0.003234797	UP	ko04621,ko04626,map04621,map04626
HCON_00074720	0.000509672	none	-
HCON_00074730	0.16665646	none	ko04922,map04922
HCON_00074750	0.212963762	none	ko03022,ko05016,ko05165,ko05166,ko05168,ko05169,ko05203,map03022,map05016,map05165,map05166,map05168,map05169,map05203
HCON_00074760	0.24136004	none	-
HCON_00074780	0.130652311	none	-
HCON_00074790	0.374477821	none	-
HCON_00074795	0.000499741	UP	-
HCON_00074820	0.037371811	none	-
HCON_00074830	0.036327131	down	-
HCON_00074850	0.469834649	none	-
HCON_00074880	0.024631727	down	-
HCON_00074900	0.447282109	none	-
HCON_00074910	0.474828791	none	-
HCON_00074920	0.022556975	none	-
HCON_00074950	0.446624867	none	ko04137,map04137
HCON_00074980	0.185615615	none	ko04024,ko04066,ko04068,ko04110,ko04310,ko04330,ko04350,ko04520,ko04630,ko04720,ko04916,ko04919,ko04922,ko05016,ko05152,ko05161,ko05164,ko05165,ko05166,ko05167,ko05168,ko05169,ko05200,ko05203,ko05206,ko05211,ko05215,map04024,map04066,map04068,map04110,map04310,map04330,map04350,map04520,map04630,map04720,map04916,map04919,map04922,map05016,map05152,map05161,map05164,map05165,map05166,map05167,map05168,map05169,map05200,map05203,map05206,map05211,map05215
HCON_00075030	0.139387	none	ko04013,map04013
HCON_00075130	0.081512499	none	-
HCON_00075140	0.163174096	none	ko04068,ko04152,ko04211,ko04213,ko04371,ko04530,ko04710,ko04714,ko04910,ko04920,ko04921,ko04922,ko04931,ko04932,ko05410,map04068,map04152,map04211,map04213,map04371,map04530,map04710,map04714,map04910,map04920,map04921,map04922,map04931,map04932,map05410
HCON_00075190	0.002936557	UP	-
HCON_00075200	0.219934664	none	ko00510,ko00513,ko01100,ko04141,map00510,map00513,map01100,map04141
HCON_00075210	0.047709031	down	-
HCON_00075270	0.028010016	down	ko04520,map04520
HCON_00075290	0.42608513	none	ko04141,map04141
HCON_00075300	0.451688771	none	ko04962,map04962
HCON_00075310	0.000092	down	-
HCON_00075320	0.069590021	none	-
HCON_00075330	0.004660015	UP	ko04614,ko04974,map04614,map04974
HCON_00075340	0.023609026	none	-
HCON_00075380	0.475337619	none	-
HCON_00075485	0.144223777	none	ko04010,map04010
HCON_00075580	0.021262596	UP	-
HCON_00075670	0.009887247	UP	-
HCON_00075740	0.20599307	none	ko02010,map02010
HCON_00075770	0.088540237	none	ko03040,map03040
HCON_00075790	0.000239543	none	-
HCON_00075800	0.020743881	down	-
HCON_00075810	0.255657408	none	-
HCON_00075820	0.000678558	down	ko04141,ko04210,ko04217,ko04218,ko04510,ko05010,map04141,map04210,map04217,map04218,map04510,map05010
HCON_00075830	0.0000247	none	ko00970,map00970
HCON_00075840	0.040382817	none	ko00590,ko01100,map00590,map01100
HCON_00075870	0.010827771	UP	ko03040,map03040
HCON_00075880	0.29417434	none	-
HCON_00075900	0.359289179	none	ko04080,ko04723,ko04726,ko04727,ko05032,ko05033,map04080,map04723,map04726,map04727,map05032,map05033
HCON_00075930	0.002563249	down	ko00564,ko01100,ko01110,map00564,map01100,map01110
HCON_00076030	0.363781161	none	ko00190,ko01100,ko04714,ko04723,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map04714,map04723,map04932,map05010,map05012,map05016
HCON_00076040	0.000135663	down	ko05202,map05202
HCON_00076060	0.063152705	none	ko00350,ko00360,map00350,map00360
HCON_00076070	0.004485852	down	ko03018,map03018
HCON_00076100	0.00726687	down	-
HCON_00076110	0.096067247	none	-
HCON_00076120	0.355760208	none	-
HCON_00076140	0.001281607	UP	-
HCON_00076150	0.149217679	none	-
HCON_00076160	0.0000402	UP	-
HCON_00076170	0.022681962	down	-
HCON_00076190	0.034740891	down	ko00230,ko00240,ko01100,ko03020,ko05016,ko05169,map00230,map00240,map01100,map03020,map05016,map05169
HCON_00076200	0.363942126	none	ko00230,ko00250,ko01100,ko01110,ko01130,map00230,map00250,map01100,map01110,map01130
HCON_00076210	0.003505353	none	-
HCON_00076220	0.337580718	none	-
HCON_00076240	0.082323837	none	ko03320,ko04142,ko04145,ko04152,ko04512,ko04640,ko04913,ko04920,ko04925,ko04927,ko04931,ko04934,ko04975,ko04976,ko04977,ko04979,ko05144,ko05160,map03320,map04142,map04145,map04152,map04512,map04640,map04913,map04920,map04925,map04927,map04931,map04934,map04975,map04976,map04977,map04979,map05144,map05160
HCON_00076340	0.017725999	down	ko04970,ko04972,ko05110,map04970,map04972,map05110
HCON_00076370	0.044836195	UP	ko04970,ko04972,ko05110,map04970,map04972,map05110
HCON_00076380	0.093628261	none	ko04066,ko04120,ko05200,ko05211,map04066,map04120,map05200,map05211
HCON_00076390	0.231145692	none	-
HCON_00076395	0.019907884	UP	-
HCON_00076400	0.000306716	UP	ko04978,map04978
HCON_00076410	0.000179842	UP	-
HCON_00076430	0.119706694	none	ko03018,ko03040,map03018,map03040
HCON_00076470	0.039377961	UP	ko04080,ko04723,ko04727,ko04742,ko05032,ko05033,map04080,map04723,map04727,map04742,map05032,map05033
HCON_00076500	0.136538584	none	ko00230,ko00240,ko00480,ko00983,ko01100,ko04115,map00230,map00240,map00480,map00983,map01100,map04115
HCON_00076570	0.040662608	UP	-
HCON_00076580	0.00000613	UP	ko00190,ko01100,ko04714,ko04723,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map04714,map04723,map04932,map05010,map05012,map05016
HCON_00076590	0.003606123	UP	ko00190,ko01100,ko04714,ko04723,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map04714,map04723,map04932,map05010,map05012,map05016
HCON_00076600	0.025611882	UP	ko00190,ko01100,ko04714,ko04723,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map04714,map04723,map04932,map05010,map05012,map05016
HCON_00076610	0.008705892	down	ko04623,ko05162,ko05164,map04623,map05162,map05164
HCON_00076630	0.00085666	UP	ko03040,map03040
HCON_00076650	0.033839422	down	-
HCON_00076660	0.465476084	none	ko04141,map04141
HCON_00076680	0.293828853	none	-
HCON_00076690	0.078689896	none	-
HCON_00076710	0.079106474	none	ko03040,map03040
HCON_00076720	0.002350295	UP	-
HCON_00076730	0.05886195	none	-
HCON_00076780	0.255280829	none	-
HCON_00076810	0.076882754	none	ko03018,map03018
HCON_00076820	0.001592723	down	ko00512,ko01100,map00512,map01100
HCON_00076900	0.007880492	UP	ko00220,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map01100,map01110,map01130,map01210,map01230
HCON_00076940	0.000595983	down	-
HCON_00076970	0.008230819	UP	ko04260,ko04261,ko04530,ko05416,map04260,map04261,map04530,map05416
HCON_00076980	0.047145794	UP	-
HCON_00077000	0.000679276	UP	-
HCON_00077010	0.195724199	none	-
HCON_00077050	0.103690425	none	-
HCON_00077060	0.09835538	none	ko04550,map04550
HCON_00077070	0.091182613	none	-
HCON_00077090	0.008419227	UP	ko03010,map03010
HCON_00077100	0.322091141	none	-
HCON_00077110	0.009308857	UP	-
HCON_00077120	0.37361873	none	-
HCON_00077140	0.004399843	UP	-
HCON_00077145	0.075667915	none	ko00760,ko01100,ko04621,map00760,map01100,map04621
HCON_00077170	0.094286315	none	ko04144,ko04728,map04144,map04728
HCON_00077180	0.020393487	down	-
HCON_00077210	0.374048169	none	-
HCON_00077220	0.01994879	UP	-
HCON_00077230	0.013330685	down	-
HCON_00077250	0.371250547	none	-
HCON_00077260	0.002561228	UP	-
HCON_00077265	0.01517609	down	ko04137,map04137
HCON_00077290	0.000111619	down	ko04141,ko04530,ko04612,map04141,map04530,map04612
HCON_00077300	0.085371138	none	ko03050,ko05169,map03050,map05169
HCON_00077310	0.031604364	UP	ko03010,map03010
HCON_00077320	0.034858749	none	-
HCON_00077330	0.295634406	none	-
HCON_00077410	0.105526151	none	ko01524,ko03430,ko03460,ko05200,ko05210,ko05213,ko05226,map01524,map03430,map03460,map05200,map05210,map05213,map05226
HCON_00077420	0.015286839	UP	-
HCON_00077470	0.000175141	UP	-
HCON_00077480	0.005911569	down	-
HCON_00077500	0.252320124	none	-
HCON_00077510	0.001688706	UP	-
HCON_00077520	0.001428145	down	-
HCON_00077530	0.014072735	down	-
HCON_00077540	0.005144275	down	ko00750,ko01100,ko01120,map00750,map01100,map01120
HCON_00077560	0.007376293	none	-
HCON_00077570	0.002494577	UP	ko00130,ko01100,ko01110,map00130,map01100,map01110
HCON_00077720	0.016021487	none	-
HCON_00077730	0.002605151	UP	-
HCON_00077740	0.215891279	none	ko00510,ko00513,ko01100,map00510,map00513,map01100
HCON_00077750	0.36929601	none	-
HCON_00077760	0.38665557	none	-
HCON_00077770	0.032541738	down	ko00030,ko00040,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00040,map00710,map01100,map01110,map01120,map01130,map01200,map01230
HCON_00077850	0.408855405	none	-
HCON_00077860	0.027693953	none	-
HCON_00077870	0.023144486	UP	-
HCON_00077880	0.011299736	none	ko04010,map04010
HCON_00077890	0.02136652	none	-
HCON_00077900	0.04164581	UP	-
HCON_00077910	0.023578404	none	-
HCON_00077920	0.017307089	UP	ko00280,ko01100,map00280,map01100
HCON_00077930	0.257930478	none	-
HCON_00077940	0.06390184	none	-
HCON_00078020	0.2210987	none	-
HCON_00078060	0.014929843	down	-
HCON_00078070	0.064860533	none	-
HCON_00078080	0.230046473	none	ko00970,map00970
HCON_00078100	0.032780759	UP	-
HCON_00078105	0.102797191	none	-
HCON_00078107	0.25601495	none	ko04110,ko04218,ko04350,map04110,map04218,map04350
HCON_00078110	0.007285655	none	-
HCON_00078120	0.003995304	down	-
HCON_00078130	0.226702373	none	ko03040,map03040
HCON_00078140	0.386887999	none	ko03460,map03460
HCON_00078170	0.069614588	none	ko04142,ko04979,map04142,map04979
HCON_00078230	0.047949029	UP	ko03430,map03430
HCON_00078240	0.005355463	down	ko04060,ko04350,ko04550,ko05418,map04060,map04350,map04550,map05418
HCON_00078310	0.363549305	none	-
HCON_00078320	0.255614916	none	ko04141,map04141
HCON_00078330	0.007882311	UP	ko00010,ko00053,ko00071,ko00260,ko00280,ko00310,ko00330,ko00340,ko00380,ko00410,ko00561,ko00620,ko01100,ko01110,ko01120,ko01130,map00010,map00053,map00071,map00260,map00280,map00310,map00330,map00340,map00380,map00410,map00561,map00620,map01100,map01110,map01120,map01130
HCON_00078340	0.281677952	none	-
HCON_00078350	0.01902934	UP	ko00970,map00970
HCON_00078360	0.375892306	none	-
HCON_00078370	0.046111927	UP	-
HCON_00078380	0.155121678	none	ko04130,ko04140,map04130,map04140
HCON_00078390	0.032171638	none	ko00630,ko01100,ko01110,ko01130,ko01200,map00630,map01100,map01110,map01130,map01200
HCON_00078420	0.122362337	none	ko00630,ko01100,ko01110,ko01130,ko01200,map00630,map01100,map01110,map01130,map01200
HCON_00078430	0.240444124	none	-
HCON_00078470	0.296658573	none	ko00051,ko00520,ko01100,map00051,map00520,map01100
HCON_00078540	0.289684021	none	ko04550,map04550
HCON_00078580	0.013583332	UP	-
HCON_00078590	0.041985208	down	ko04922,map04922
HCON_00078600	0.050950017	none	-
HCON_00078620	0.018671719	down	ko03040,map03040
HCON_00078680	0.068702939	none	-
HCON_00078690	0.198724701	none	-
HCON_00078730	0.016089929	UP	-
HCON_00078760	0.313019381	none	ko00770,ko01100,map00770,map01100
HCON_00078770	0.020541923	down	-
HCON_00078780	0.179852315	none	ko04146,map04146
HCON_00078790	0.156274765	none	ko04910,map04910
HCON_00078810	0.002132871	down	-
HCON_00078890	0.010262479	UP	-
HCON_00079000	0.052420496	none	-
HCON_00079160	0.009689662	down	-
HCON_00079205	0.208110902	none	ko00130,ko01100,ko01110,map00130,map01100,map01110
HCON_00079207	0.08672177	none	-
HCON_00079210	0.037516972	none	-
HCON_00079260	0.006679306	down	ko00511,ko04142,map00511,map04142
HCON_00079270	0.005478876	UP	ko05410,ko05412,ko05414,ko05416,map05410,map05412,map05414,map05416
HCON_00079290	0.011828513	down	-
HCON_00079330	0.007617633	UP	ko04260,ko04261,ko04530,ko05416,map04260,map04261,map04530,map05416
HCON_00079360	0.430000287	none	-
HCON_00079450	0.284491351	none	-
HCON_00079460	0.00779843	UP	ko04015,ko04020,ko04022,ko04071,ko04261,ko04270,ko04371,ko04540,ko04611,ko04713,ko04720,ko04723,ko04724,ko04725,ko04726,ko04728,ko04730,ko04745,ko04750,ko04911,ko04912,ko04915,ko04916,ko04918,ko04921,ko04922,ko04924,ko04925,ko04927,ko04934,ko04961,ko04970,ko04971,ko04972,ko05010,ko05016,ko05142,ko05143,ko05146,ko05200,map04015,map04020,map04022,map04071,map04261,map04270,map04371,map04540,map04611,map04713,map04720,map04723,map04724,map04725,map04726,map04728,map04730,map04745,map04750,map04911,map04912,map04915,map04916,map04918,map04921,map04922,map04924,map04925,map04927,map04934,map04961,map04970,map04971,map04972,map05010,map05016,map05142,map05143,map05146,map05200
HCON_00079470	0.045800146	UP	-
HCON_00079480	0.001477322	UP	ko03010,map03010
HCON_00079490	0.392584664	none	ko03022,map03022
HCON_00079500	0.000792185	UP	-
HCON_00079550	0.408056621	none	-
HCON_00079560	0.005104881	UP	ko03040,map03040
HCON_00079565	0.184909946	none	-
HCON_00079570	0.2402105	none	ko00510,ko00513,ko01100,ko04141,map00510,map00513,map01100,map04141
HCON_00079575	0.030526992	UP	ko00340,ko01100,map00340,map01100
HCON_00079600	0.142018276	none	-
HCON_00079630	0.04094874	UP	ko04142,ko04612,map04142,map04612
HCON_00079660	0.178472526	none	-
HCON_00079680	0.31294332	none	ko01521,ko01522,ko04012,ko04066,ko04140,ko04150,ko04151,ko04152,ko04211,ko04212,ko04213,ko04350,ko04371,ko04666,ko04714,ko04910,ko04931,ko05165,ko05200,ko05205,ko05210,ko05212,ko05221,ko05224,ko05225,ko05226,ko05231,map01521,map01522,map04012,map04066,map04140,map04150,map04151,map04152,map04211,map04212,map04213,map04350,map04371,map04666,map04714,map04910,map04931,map05165,map05200,map05205,map05210,map05212,map05221,map05224,map05225,map05226,map05231
HCON_00079690	0.355979099	none	-
HCON_00079700	0.219092734	none	ko03030,ko04110,ko04111,ko04113,map03030,map04110,map04111,map04113
HCON_00079740	0.268795696	none	ko04212,map04212
HCON_00079750	0.002374341	UP	-
HCON_00079790	0.000102379	UP	-
HCON_00079810	0.28772896	none	ko03008,map03008
HCON_00079825	0.236303089	none	ko03022,ko03420,map03022,map03420
HCON_00079830	0.00012407	UP	ko03010,map03010
HCON_00079860	0.044872678	none	-
HCON_00079865	0.007107593	UP	-
HCON_00079880	0.461465338	none	-
HCON_00079890	0.343387017	none	ko00600,ko01100,ko04071,map00600,map01100,map04071
HCON_00079940	0.382135709	none	-
HCON_00080020	0.031460044	UP	-
HCON_00080030	0.38163339	none	ko00564,ko01110,ko04011,map00564,map01110,map04011
HCON_00080080	0.442693582	none	ko01524,ko03460,map01524,map03460
HCON_00080090	0.014082976	UP	ko03010,map03010
HCON_00080110	0.004165184	UP	ko03040,map03040
HCON_00080130	0.026419983	down	ko04013,ko04217,ko04380,ko04622,map04013,map04217,map04380,map04622
HCON_00080170	0.018601162	UP	-
HCON_00080180	0.006223105	UP	-
HCON_00080210	0.45359278	none	-
HCON_00080215	0.245101774	none	-
HCON_00080220	0.258034132	none	-
HCON_00080225	0.054359028	none	-
HCON_00080230	0.325962111	none	-
HCON_00080240	0.444412254	none	-
HCON_00080250	0.007873773	down	ko03013,ko03015,map03013,map03015
HCON_00080280	0.147879435	none	ko05010,map05010
HCON_00080290	0.0000638	UP	ko00860,ko01100,map00860,map01100
HCON_00080300	0.033137189	UP	ko00310,map00310
HCON_00080310	0.415154048	none	-
HCON_00080320	0.0000856	UP	-
HCON_00080350	0.036640919	UP	ko04360,ko04724,ko04726,ko04745,ko04972,map04360,map04724,map04726,map04745,map04972
HCON_00080410	0.000803401	down	-
HCON_00080420	0.022180275	none	ko03040,map03040
HCON_00080430	0.450361595	none	-
HCON_00080440	0.14055421	none	-
HCON_00080450	0.070030239	none	-
HCON_00080460	0.002693459	UP	-
HCON_00080470	0.053506819	none	-
HCON_00080490	0.001729331	UP	-
HCON_00080500	0.007161078	UP	-
HCON_00080545	0.197005702	none	-
HCON_00080550	0.079194614	none	ko04146,map04146
